PathInfo
25.8582
25.3206
25.3206
25.3206
25.3206
25.3206
25.3206
25.3206
22.7834
46.5298
22.9975
22.9975
22.9975
22.9975
22.9975
22.9975
22.9975
22.9975
22.9975
22.9975
22.9975
22.9975
22.9975
22.9975
22.9975
22.9975
22.9975
22.9975
22.9975
22.9975
22.6529
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
22.4035
35.2948
35.2948
35.2948
35.2948
34.8992
16.4553
16.0271
15.7726
15.5151
49.2576
48.7374
48.6690
48.3258
48.0978
48.0127
47.7022
47.7022
47.2716
47.2716
47.2716
47.2716
47.2716
47.2716
47.2716
47.2716
47.2716
47.2716
47.2018
31.7513
31.7513
30.9247
30.9247
30.9247
30.9247
30.9247
30.9247
30.9247
30.9247
30.9247
30.9247
30.9247
30.9247
30.9247
30.9247
30.9247
30.9247
30.9247
30.9247
30.9247
30.9247
30.9247
30.9247
30.9247
19.1268
19.1268
19.1268
18.8277
18.5825
18.4214
18.1849
17.6416
17.4082
16.3346
16.2089
16.2089
15.4271
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
19.1533
5.1212
5.1212
5.1212
5.1212
5.1212
5.1212
5.1212
5.1212
5.1212
5.1212
5.1212
34.0859
34.0859
33.6935
33.6935
33.6935
33.5648
33.1093
29.4559
32.4519
32.4519
32.4519
32.4519
32.4519
32.4519
32.4519
32.4519
32.4519
32.4519
32.4519
32.4519
32.4519
32.4519
32.4519
32.4519
21.9269
21.9269
19.8993
19.2355
19.0028
18.2778
18.2778
17.6034
17.3161
16.3971
16.3971
16.3971
16.3971
16.3971
16.3971
15.9282
15.9282
15.9282
15.9282
15.9282
15.9282
15.9282
15.9282
15.7119
15.7119
15.7119
15.7119
15.7119
30.6233
30.6233
8.2482
7.9002
7.7919
7.5540
7.2588
7.2588
7.2588
7.2588
7.2588
7.2588
7.1647
6.8450
6.8450
6.8450
6.8450
6.8450
6.8450
6.8450
6.8450
6.8450
6.8450
6.8450
6.5550
43.6435
43.6435
43.6435
43.6435
43.6435
43.6435
51.7847
51.7847
51.7847
51.7847
