Throughput
469.5439996189055
116.93223437085045
159.81499925863446
101.41347268129029
34.08262982134281
125.78820011217046
621.703997705326
17.861937425931117
437.0775670581063
598.7983615572277
752.1634392118037
589.0296171902661
897.7343725101301
709.5956018188652
999.8460000000001
593.9344098811547
37.51521034218502
720.5318637702104
708.6807950037256
790.1425411762306
748.1192139293038
999.8460000000001
788.6496686324002
987.9321136730886
633.6815536583043
340.7737567750266
956.4690031443001
650.9781526581944
54.53927202067938
138.3945295967419
30.0341167846367
34.75105353656407
769.3543788350462
274.51257137567075
622.9629781904258
470.91414935018906
755.1413258028668
763.9478994868253
599.9730829878769
999.8460000000001
782.4907506548158
546.3304926888353
421.2192148953375
219.13765250997184
170.71206715313988
378.6938827605322
54.291522843546545
18.789306871647522
91.53856292298363
109.52713911647542
