path_id,cwnd_1,cwnd_2,in_flight_1,in_flight_2,rtt_1,rtt_2,avg_rtt_1,avg_rtt_2
3,46720.000000,46720.000000,0.000000,0.000000,542786,369073,1179000,763000

3,46720.000000,46720.000000,0.000000,0.000000,542786,369073,1179000,763000

1,46720.000000,46720.000000,0.000000,0.000000,369073,542786,763000,1179000

3,46720.000000,46720.000000,0.000000,0.000000,542786,369073,1179000,763000

3,46720.000000,46720.000000,0.000000,0.000000,542786,369073,1179000,763000

1,46720.000000,46720.000000,0.000000,0.000000,369073,542786,763000,1179000

3,46720.000000,46720.000000,0.000000,0.000000,542786,369073,1179000,763000

3,46720.000000,46720.000000,0.000000,0.000000,542786,369073,1179000,763000

1,46720.000000,46720.000000,0.000000,0.000000,369073,542786,763000,1179000

1,46720.000000,46720.000000,128.000000,76.000000,369073,542786,763000,1179000

3,46720.000000,46720.000000,76.000000,128.000000,542786,369073,1179000,763000

3,46720.000000,46720.000000,126.000000,178.000000,542786,369073,1179000,763000

3,46720.000000,46720.000000,126.000000,178.000000,542786,369073,1179000,763000

1,46720.000000,46720.000000,178.000000,126.000000,369073,542786,763000,1179000

1,46720.000000,46720.000000,178.000000,126.000000,369073,542786,763000,1179000

3,46720.000000,46720.000000,126.000000,0.000000,542786,185560,1179000,690000

1,46720.000000,46720.000000,0.000000,126.000000,185560,542786,690000,1179000

3,46720.000000,46720.000000,126.000000,0.000000,542786,185560,1179000,690000

1,46720.000000,46720.000000,0.000000,126.000000,185560,542786,690000,1179000

1,46720.000000,46720.000000,0.000000,126.000000,185560,542786,690000,1179000

3,46720.000000,46720.000000,126.000000,0.000000,542786,185560,1179000,690000

3,46720.000000,46720.000000,126.000000,0.000000,542786,185560,1179000,690000

1,46720.000000,46720.000000,0.000000,126.000000,185560,542786,690000,1179000

1,46720.000000,46720.000000,0.000000,126.000000,185560,542786,690000,1179000

3,46720.000000,46720.000000,126.000000,0.000000,542786,185560,1179000,690000

1,46720.000000,46720.000000,178.000000,76.000000,369073,542786,763000,1179000

1,46720.000000,46720.000000,0.000000,126.000000,185560,542786,690000,1179000

3,46720.000000,46720.000000,126.000000,0.000000,542786,185560,1179000,690000

3,46720.000000,46720.000000,126.000000,0.000000,542786,185560,1179000,690000

1,46720.000000,46720.000000,0.000000,126.000000,185560,542786,690000,1179000

3,46720.000000,46720.000000,126.000000,0.000000,542786,185560,1179000,690000

3,46720.000000,46720.000000,126.000000,0.000000,542786,185560,1179000,690000

1,46720.000000,46720.000000,0.000000,126.000000,185560,542786,690000,1179000

3,46720.000000,46720.000000,126.000000,0.000000,542786,185560,1179000,690000

1,46720.000000,46720.000000,0.000000,126.000000,185560,542786,690000,1179000

1,46720.000000,46720.000000,0.000000,126.000000,185560,542786,690000,1179000

3,46720.000000,46720.000000,126.000000,0.000000,542786,185560,1179000,690000

1,46720.000000,46720.000000,0.000000,126.000000,185560,542786,690000,1179000

3,46720.000000,46720.000000,0.000000,0.000000,1993421,185560,1280000,690000

1,46720.000000,46720.000000,0.000000,0.000000,185560,1993421,690000,1280000

1,46720.000000,46720.000000,0.000000,0.000000,185560,1993421,690000,1280000

3,46720.000000,46720.000000,79.000000,128.000000,1993421,185560,1280000,690000

3,46720.000000,46720.000000,79.000000,128.000000,1993421,185560,1280000,690000

1,46720.000000,46720.000000,128.000000,79.000000,185560,1993421,690000,1280000

1,46720.000000,46720.000000,178.000000,129.000000,185560,1993421,690000,1280000

3,46720.000000,46720.000000,129.000000,178.000000,1993421,185560,1280000,690000

3,46720.000000,46720.000000,129.000000,128.000000,1993421,185560,1280000,690000

1,46720.000000,46720.000000,178.000000,129.000000,185560,1993421,690000,1280000

3,46720.000000,46720.000000,129.000000,0.000000,1993421,1454957,1280000,785000

1,46720.000000,46720.000000,0.000000,0.000000,1454957,1512064,785000,1309000

3,46720.000000,46720.000000,0.000000,0.000000,1512064,1454957,1309000,785000

1,46720.000000,46720.000000,0.000000,0.000000,1454957,1512064,785000,1309000

1,46720.000000,46720.000000,0.000000,0.000000,1454957,1512064,785000,1309000

3,46720.000000,46720.000000,0.000000,0.000000,1512064,1454957,1309000,785000

1,46720.000000,46720.000000,0.000000,0.000000,1454957,1512064,785000,1309000

3,46720.000000,46720.000000,0.000000,0.000000,1512064,1454957,1309000,785000

1,46720.000000,46720.000000,0.000000,0.000000,1454957,1512064,785000,1309000

3,46720.000000,46720.000000,0.000000,0.000000,1512064,1454957,1309000,785000

1,46720.000000,46720.000000,0.000000,0.000000,1454957,1512064,785000,1309000

1,46720.000000,46720.000000,0.000000,0.000000,1454957,1512064,785000,1309000

3,46720.000000,46720.000000,0.000000,0.000000,1512064,1454957,1309000,785000

3,46720.000000,46720.000000,76.000000,0.000000,1512064,1454957,1309000,785000

3,46720.000000,46720.000000,76.000000,0.000000,1512064,1454957,1309000,785000

1,46720.000000,46720.000000,128.000000,76.000000,1454957,1512064,785000,1309000

3,46720.000000,46720.000000,76.000000,128.000000,1512064,1454957,1309000,785000

1,46720.000000,46720.000000,128.000000,76.000000,1454957,1512064,785000,1309000

3,46720.000000,46720.000000,76.000000,128.000000,1512064,1454957,1309000,785000

1,46720.000000,46720.000000,128.000000,76.000000,1454957,1512064,785000,1309000

3,46720.000000,46720.000000,76.000000,128.000000,1512064,1454957,1309000,785000

3,46720.000000,46720.000000,76.000000,128.000000,1512064,1454957,1309000,785000

1,46720.000000,46720.000000,128.000000,76.000000,1454957,1512064,785000,1309000

3,46720.000000,46720.000000,76.000000,128.000000,1512064,1454957,1309000,785000

1,46720.000000,46720.000000,128.000000,76.000000,1454957,1512064,785000,1309000

1,46720.000000,46720.000000,0.000000,76.000000,293163,1512064,723000,1309000

1,46720.000000,46720.000000,0.000000,76.000000,293163,1512064,723000,1309000

3,46720.000000,46720.000000,76.000000,0.000000,1512064,293163,1309000,723000

3,46720.000000,46720.000000,126.000000,0.000000,1512064,293163,1309000,723000

3,46720.000000,46720.000000,126.000000,50.000000,1512064,293163,1309000,723000

1,46720.000000,46720.000000,50.000000,126.000000,293163,1512064,723000,1309000

1,46720.000000,46720.000000,50.000000,0.000000,293163,1614111,723000,1347000

3,46720.000000,46720.000000,0.000000,50.000000,1614111,293163,1347000,723000

1,46720.000000,46720.000000,50.000000,0.000000,293163,1614111,723000,1347000

3,46720.000000,46720.000000,0.000000,50.000000,1614111,293163,1347000,723000

1,46720.000000,46720.000000,50.000000,0.000000,293163,1614111,723000,1347000

1,46720.000000,46720.000000,50.000000,0.000000,293163,1614111,723000,1347000

3,46720.000000,46720.000000,0.000000,50.000000,1614111,293163,1347000,723000

1,46720.000000,46720.000000,50.000000,0.000000,293163,1614111,723000,1347000

3,46720.000000,46720.000000,0.000000,50.000000,1614111,293163,1347000,723000

3,46720.000000,46720.000000,0.000000,50.000000,1614111,293163,1347000,723000

1,46720.000000,46720.000000,50.000000,0.000000,293163,1614111,723000,1347000

1,46720.000000,46720.000000,50.000000,0.000000,293163,1614111,723000,1347000

3,46720.000000,46720.000000,0.000000,50.000000,1614111,293163,1347000,723000

3,46720.000000,46720.000000,0.000000,50.000000,1614111,293163,1347000,723000

1,46720.000000,46720.000000,50.000000,0.000000,293163,1614111,723000,1347000

3,46720.000000,46720.000000,0.000000,50.000000,1614111,293163,1347000,723000

3,46720.000000,46720.000000,0.000000,50.000000,1614111,293163,1347000,723000

1,46720.000000,46720.000000,50.000000,0.000000,293163,1614111,723000,1347000

3,46720.000000,46720.000000,0.000000,50.000000,1614111,293163,1347000,723000

3,46720.000000,46720.000000,0.000000,50.000000,1614111,293163,1347000,723000

1,46720.000000,46720.000000,50.000000,0.000000,293163,1614111,723000,1347000

3,46720.000000,46720.000000,0.000000,50.000000,1614111,293163,1347000,723000

1,46720.000000,46720.000000,50.000000,0.000000,293163,1614111,723000,1347000

1,46720.000000,46720.000000,50.000000,0.000000,293163,1614111,723000,1347000

1,46720.000000,46720.000000,50.000000,180.000000,293163,1614111,723000,1347000

3,46720.000000,46720.000000,180.000000,0.000000,1614111,293163,1347000,723000

3,46720.000000,46720.000000,180.000000,0.000000,1614111,293163,1347000,723000

1,46720.000000,46720.000000,0.000000,180.000000,293163,1614111,723000,1347000

3,46720.000000,46720.000000,180.000000,50.000000,1614111,293163,1347000,723000

1,46720.000000,46720.000000,50.000000,180.000000,293163,1614111,723000,1347000

1,46720.000000,46720.000000,50.000000,180.000000,293163,1614111,723000,1347000

3,46720.000000,46720.000000,180.000000,50.000000,1614111,293163,1347000,723000

1,46720.000000,46720.000000,50.000000,180.000000,293163,1614111,723000,1347000

3,46720.000000,46720.000000,180.000000,50.000000,1614111,293163,1347000,723000

1,46720.000000,46720.000000,50.000000,180.000000,293163,1614111,723000,1347000

3,46720.000000,46720.000000,180.000000,50.000000,1614111,293163,1347000,723000

1,46720.000000,46720.000000,50.000000,180.000000,293163,1614111,723000,1347000

3,46720.000000,46720.000000,180.000000,50.000000,1614111,293163,1347000,723000

1,46720.000000,46720.000000,50.000000,180.000000,293163,1614111,723000,1347000

3,46720.000000,46720.000000,180.000000,50.000000,1614111,293163,1347000,723000

3,46720.000000,46720.000000,180.000000,50.000000,1614111,293163,1347000,723000

1,46720.000000,46720.000000,50.000000,180.000000,293163,1614111,723000,1347000

3,46720.000000,46720.000000,180.000000,50.000000,1614111,293163,1347000,723000

1,46720.000000,46720.000000,50.000000,180.000000,293163,1614111,723000,1347000

3,46720.000000,46720.000000,180.000000,50.000000,1614111,293163,1347000,723000

1,46720.000000,46720.000000,50.000000,180.000000,293163,1614111,723000,1347000

1,46720.000000,46720.000000,50.000000,180.000000,293163,1614111,723000,1347000

3,46720.000000,46720.000000,180.000000,50.000000,1614111,293163,1347000,723000

1,46720.000000,46720.000000,50.000000,180.000000,293163,1614111,723000,1347000

3,46720.000000,46720.000000,180.000000,50.000000,1614111,293163,1347000,723000

1,46720.000000,46720.000000,50.000000,180.000000,293163,1614111,723000,1347000

3,46720.000000,46720.000000,180.000000,50.000000,1614111,293163,1347000,723000

3,46720.000000,46720.000000,180.000000,50.000000,1614111,293163,1347000,723000

1,46720.000000,46720.000000,50.000000,180.000000,293163,1614111,723000,1347000

3,46720.000000,46720.000000,180.000000,50.000000,1614111,293163,1347000,723000

1,46720.000000,46720.000000,50.000000,180.000000,293163,1614111,723000,1347000

3,46720.000000,46720.000000,180.000000,50.000000,1614111,293163,1347000,723000

1,46720.000000,46720.000000,50.000000,180.000000,293163,1614111,723000,1347000

3,46720.000000,46720.000000,180.000000,50.000000,1614111,293163,1347000,723000

1,46720.000000,46720.000000,50.000000,180.000000,293163,1614111,723000,1347000

3,46720.000000,46720.000000,180.000000,50.000000,1614111,293163,1347000,723000

1,46720.000000,46720.000000,50.000000,180.000000,293163,1614111,723000,1347000

3,46720.000000,46720.000000,180.000000,50.000000,1614111,293163,1347000,723000

3,46720.000000,46720.000000,180.000000,50.000000,1614111,293163,1347000,723000

1,46720.000000,46720.000000,50.000000,180.000000,293163,1614111,723000,1347000

1,46720.000000,46720.000000,50.000000,180.000000,293163,1614111,723000,1347000

1,46720.000000,46720.000000,50.000000,180.000000,293163,1614111,723000,1347000

