path_id,cwnd_1,cwnd_2,in_flight_1,in_flight_2,rtt_1,rtt_2,avg_rtt_1,avg_rtt_2

3,46720.000000,46720.000000,204.000000,204.000000,1985152,522756,1691000,1645000

1,46720.000000,46720.000000,204.000000,278.000000,522756,1160611,1645000,1649000

3,46720.000000,46720.000000,278.000000,204.000000,1160611,522756,1649000,1645000

1,46720.000000,46720.000000,204.000000,204.000000,522756,1985152,1645000,1691000

3,46720.000000,46720.000000,278.000000,204.000000,1160611,522756,1649000,1645000

1,46720.000000,46720.000000,204.000000,278.000000,522756,1160611,1645000,1649000

1,46720.000000,46720.000000,204.000000,204.000000,522756,1985152,1645000,1691000

3,46720.000000,46720.000000,278.000000,204.000000,1160611,522756,1649000,1645000

1,46720.000000,46720.000000,204.000000,204.000000,522756,1985152,1645000,1691000

1,46720.000000,46720.000000,204.000000,278.000000,522756,1160611,1645000,1649000

1,46720.000000,46720.000000,204.000000,278.000000,522756,1160611,1645000,1649000

3,46720.000000,46720.000000,278.000000,204.000000,1160611,522756,1649000,1645000

1,46720.000000,46720.000000,204.000000,204.000000,522756,1985152,1645000,1691000

1,46720.000000,46720.000000,204.000000,204.000000,522756,1985152,1645000,1691000

3,46720.000000,46720.000000,204.000000,204.000000,1985152,522756,1691000,1645000

3,46720.000000,46720.000000,204.000000,204.000000,1985152,522756,1691000,1645000

1,46720.000000,46720.000000,204.000000,204.000000,522756,1985152,1645000,1691000

3,46720.000000,46720.000000,204.000000,204.000000,1985152,522756,1691000,1645000

3,46720.000000,46720.000000,204.000000,204.000000,1985152,522756,1691000,1645000

1,46720.000000,46720.000000,204.000000,204.000000,522756,1985152,1645000,1691000

3,46720.000000,46720.000000,204.000000,204.000000,1985152,522756,1691000,1645000

1,46720.000000,46720.000000,204.000000,204.000000,522756,1985152,1645000,1691000

1,46720.000000,46720.000000,204.000000,204.000000,522756,1985152,1645000,1691000

1,46720.000000,46720.000000,204.000000,204.000000,522756,1985152,1645000,1691000

3,46720.000000,46720.000000,204.000000,204.000000,1985152,522756,1691000,1645000

1,46720.000000,46720.000000,204.000000,204.000000,522756,1985152,1645000,1691000

3,46720.000000,46720.000000,204.000000,204.000000,1985152,522756,1691000,1645000

1,46720.000000,46720.000000,204.000000,204.000000,522756,1985152,1645000,1691000

3,46720.000000,46720.000000,204.000000,204.000000,1985152,522756,1691000,1645000

3,46720.000000,46720.000000,204.000000,204.000000,1985152,522756,1691000,1645000

3,46720.000000,46720.000000,204.000000,204.000000,1985152,522756,1691000,1645000

1,46720.000000,46720.000000,204.000000,204.000000,522756,1985152,1645000,1691000

3,46720.000000,46720.000000,254.000000,254.000000,1985152,522756,1691000,1645000

1,46720.000000,46720.000000,254.000000,254.000000,522756,1985152,1645000,1691000

3,46720.000000,46720.000000,254.000000,254.000000,1985152,522756,1691000,1645000

3,46720.000000,46720.000000,204.000000,204.000000,1985152,522756,1691000,1645000

1,46720.000000,46720.000000,254.000000,254.000000,522756,1985152,1645000,1691000

1,46720.000000,46720.000000,254.000000,254.000000,522756,1985152,1645000,1691000

3,46720.000000,46720.000000,254.000000,254.000000,1985152,522756,1691000,1645000

3,46720.000000,46720.000000,254.000000,254.000000,1985152,522756,1691000,1645000

1,46720.000000,46720.000000,254.000000,254.000000,522756,1985152,1645000,1691000

3,46720.000000,46720.000000,254.000000,254.000000,1985152,522756,1691000,1645000

1,46720.000000,46720.000000,254.000000,254.000000,522756,1985152,1645000,1691000

3,46720.000000,46720.000000,254.000000,254.000000,1985152,522756,1691000,1645000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

3,46720.000000,46720.000000,254.000000,254.000000,1985152,522756,1691000,1645000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

3,46720.000000,46720.000000,126.000000,202.000000,5944639,6041325,2222000,2194000

1,46720.000000,46720.000000,202.000000,126.000000,6041325,5944639,2194000,2222000

1,46720.000000,46720.000000,227.000000,126.000000,6041325,5944639,2194000,2222000

3,46720.000000,46720.000000,126.000000,227.000000,5944639,6041325,2222000,2194000

3,46720.000000,46720.000000,126.000000,227.000000,5944639,6041325,2222000,2194000

1,46720.000000,46720.000000,227.000000,126.000000,6041325,5944639,2194000,2222000

3,46720.000000,46720.000000,126.000000,227.000000,5944639,6041325,2222000,2194000

1,46720.000000,46720.000000,227.000000,126.000000,6041325,5944639,2194000,2222000

3,46720.000000,46720.000000,151.000000,227.000000,5944639,6041325,2222000,2194000

1,46720.000000,46720.000000,227.000000,151.000000,6041325,5944639,2194000,2222000

1,46720.000000,46720.000000,227.000000,151.000000,6041325,5944639,2194000,2222000

3,46720.000000,46720.000000,151.000000,227.000000,5944639,6041325,2222000,2194000

3,46720.000000,46720.000000,151.000000,355.000000,5944639,6041325,2222000,2194000

1,46720.000000,46720.000000,355.000000,151.000000,6041325,5944639,2194000,2222000

3,46720.000000,46720.000000,101.000000,355.000000,4704087,6041325,2532000,2194000

1,46720.000000,46720.000000,355.000000,101.000000,6041325,4704087,2194000,2532000

1,46720.000000,46720.000000,355.000000,101.000000,6041325,4704087,2194000,2532000

1,46720.000000,46720.000000,355.000000,101.000000,6041325,4704087,2194000,2532000

3,46720.000000,46720.000000,101.000000,355.000000,4704087,6041325,2532000,2194000

3,46720.000000,46720.000000,101.000000,355.000000,4704087,6041325,2532000,2194000

1,46720.000000,46720.000000,128.000000,101.000000,400552,4704087,2280000,2532000

1,46720.000000,46720.000000,128.000000,101.000000,400552,4704087,2280000,2532000

1,46720.000000,46720.000000,128.000000,101.000000,400552,4704087,2280000,2532000

3,46720.000000,46720.000000,101.000000,128.000000,4704087,400552,2532000,2280000

3,46720.000000,46720.000000,101.000000,128.000000,4704087,400552,2532000,2280000

3,46720.000000,46720.000000,101.000000,128.000000,4704087,400552,2532000,2280000

3,46720.000000,46720.000000,0.000000,128.000000,588812,400552,2289000,2280000

1,46720.000000,46720.000000,178.000000,0.000000,400552,588812,2280000,2289000

3,46720.000000,46720.000000,50.000000,178.000000,588812,400552,2289000,2280000

1,46720.000000,46720.000000,178.000000,50.000000,400552,588812,2280000,2289000

3,46720.000000,46720.000000,50.000000,178.000000,588812,400552,2289000,2280000

1,46720.000000,46720.000000,0.000000,50.000000,544098,588812,2063000,2289000

1,46720.000000,46720.000000,0.000000,50.000000,544098,588812,2063000,2289000

3,46720.000000,46720.000000,50.000000,0.000000,588812,544098,2289000,2063000

1,46720.000000,46720.000000,0.000000,50.000000,544098,588812,2063000,2289000

3,46720.000000,46720.000000,50.000000,0.000000,588812,544098,2289000,2063000

1,46720.000000,46720.000000,0.000000,50.000000,544098,588812,2063000,2289000

3,46720.000000,46720.000000,50.000000,0.000000,588812,544098,2289000,2063000

1,46720.000000,46720.000000,0.000000,50.000000,544098,588812,2063000,2289000

1,46720.000000,46720.000000,0.000000,50.000000,544098,588812,2063000,2289000

3,46720.000000,46720.000000,50.000000,0.000000,588812,544098,2289000,2063000

3,46720.000000,46720.000000,50.000000,0.000000,588812,544098,2289000,2063000

1,46720.000000,46720.000000,0.000000,50.000000,544098,588812,2063000,2289000

3,46720.000000,46720.000000,50.000000,0.000000,588812,544098,2289000,2063000

3,46720.000000,46720.000000,50.000000,0.000000,588812,544098,2289000,2063000

1,46720.000000,46720.000000,0.000000,50.000000,544098,588812,2063000,2289000

1,46720.000000,46720.000000,0.000000,50.000000,544098,588812,2063000,2289000

3,46720.000000,46720.000000,50.000000,0.000000,588812,544098,2289000,2063000

3,46720.000000,46720.000000,50.000000,0.000000,588812,544098,2289000,2063000

3,46720.000000,46720.000000,50.000000,0.000000,588812,544098,2289000,2063000

1,46720.000000,46720.000000,0.000000,50.000000,544098,588812,2063000,2289000

1,46720.000000,46720.000000,0.000000,50.000000,544098,588812,2063000,2289000

3,46720.000000,46720.000000,50.000000,0.000000,588812,544098,2289000,2063000

1,46720.000000,46720.000000,0.000000,50.000000,544098,588812,2063000,2289000

3,46720.000000,46720.000000,50.000000,0.000000,588812,544098,2289000,2063000

3,46720.000000,46720.000000,50.000000,0.000000,588812,544098,2289000,2063000

1,46720.000000,46720.000000,0.000000,50.000000,544098,588812,2063000,2289000

3,46720.000000,46720.000000,101.000000,0.000000,588812,185184,2289000,1828000

1,46720.000000,46720.000000,0.000000,50.000000,544098,588812,2063000,2289000

1,46720.000000,46720.000000,0.000000,101.000000,185184,588812,1828000,2289000

3,46720.000000,46720.000000,50.000000,0.000000,588812,544098,2289000,2063000

1,46720.000000,46720.000000,0.000000,50.000000,544098,588812,2063000,2289000

3,46720.000000,46720.000000,50.000000,0.000000,588812,544098,2289000,2063000

3,46720.000000,46720.000000,50.000000,0.000000,588812,544098,2289000,2063000

1,46720.000000,46720.000000,0.000000,50.000000,544098,588812,2063000,2289000

1,46720.000000,46720.000000,0.000000,50.000000,544098,588812,2063000,2289000

3,46720.000000,46720.000000,50.000000,0.000000,588812,544098,2289000,2063000

1,46720.000000,46720.000000,0.000000,50.000000,544098,588812,2063000,2289000

1,46720.000000,46720.000000,0.000000,50.000000,544098,588812,2063000,2289000

3,46720.000000,46720.000000,50.000000,0.000000,588812,544098,2289000,2063000

3,46720.000000,46720.000000,50.000000,0.000000,588812,544098,2289000,2063000

1,46720.000000,46720.000000,0.000000,50.000000,544098,588812,2063000,2289000

3,46720.000000,46720.000000,50.000000,0.000000,588812,544098,2289000,2063000

1,46720.000000,46720.000000,0.000000,50.000000,544098,588812,2063000,2289000

3,46720.000000,46720.000000,50.000000,0.000000,588812,544098,2289000,2063000

3,46720.000000,46720.000000,50.000000,0.000000,588812,544098,2289000,2063000

1,46720.000000,46720.000000,0.000000,50.000000,544098,588812,2063000,2289000

1,46720.000000,46720.000000,0.000000,50.000000,544098,588812,2063000,2289000

3,46720.000000,46720.000000,50.000000,0.000000,588812,544098,2289000,2063000

1,46720.000000,46720.000000,0.000000,50.000000,544098,588812,2063000,2289000

3,46720.000000,46720.000000,50.000000,0.000000,588812,544098,2289000,2063000

1,46720.000000,46720.000000,0.000000,0.000000,544098,588812,2063000,2289000

3,46720.000000,46720.000000,0.000000,0.000000,588812,544098,2289000,2063000

1,46720.000000,46720.000000,0.000000,0.000000,544098,588812,2063000,2289000

1,46720.000000,46720.000000,0.000000,0.000000,544098,588812,2063000,2289000

3,46720.000000,46720.000000,0.000000,0.000000,588812,544098,2289000,2063000

1,46720.000000,46720.000000,0.000000,0.000000,544098,588812,2063000,2289000

3,46720.000000,46720.000000,0.000000,0.000000,588812,544098,2289000,2063000

3,46720.000000,46720.000000,0.000000,0.000000,588812,544098,2289000,2063000

3,46720.000000,46720.000000,0.000000,0.000000,588812,544098,2289000,2063000

1,46720.000000,46720.000000,0.000000,0.000000,544098,588812,2063000,2289000

1,46720.000000,46720.000000,0.000000,0.000000,544098,588812,2063000,2289000

1,46720.000000,46720.000000,0.000000,0.000000,544098,588812,2063000,2289000

3,46720.000000,46720.000000,0.000000,0.000000,588812,544098,2289000,2063000

1,46720.000000,46720.000000,0.000000,0.000000,544098,588812,2063000,2289000

3,46720.000000,46720.000000,0.000000,0.000000,588812,544098,2289000,2063000

1,46720.000000,46720.000000,0.000000,0.000000,544098,588812,2063000,2289000

1,46720.000000,46720.000000,0.000000,101.000000,185184,588812,1828000,2289000

3,46720.000000,46720.000000,0.000000,0.000000,588812,544098,2289000,2063000

1,46720.000000,46720.000000,0.000000,101.000000,185184,588812,1828000,2289000

1,46720.000000,46720.000000,0.000000,0.000000,544098,588812,2063000,2289000

3,46720.000000,46720.000000,0.000000,0.000000,588812,544098,2289000,2063000

3,46720.000000,46720.000000,101.000000,0.000000,588812,185184,2289000,1828000

3,46720.000000,46720.000000,0.000000,0.000000,588812,544098,2289000,2063000

1,46720.000000,46720.000000,0.000000,0.000000,544098,588812,2063000,2289000

3,46720.000000,46720.000000,0.000000,0.000000,588812,544098,2289000,2063000

1,46720.000000,46720.000000,0.000000,0.000000,544098,588812,2063000,2289000

3,46720.000000,46720.000000,0.000000,0.000000,588812,544098,2289000,2063000

3,46720.000000,46720.000000,0.000000,0.000000,588812,544098,2289000,2063000

1,46720.000000,46720.000000,25.000000,0.000000,544098,588812,2063000,2289000

1,46720.000000,46720.000000,25.000000,0.000000,544098,588812,2063000,2289000

1,46720.000000,46720.000000,25.000000,0.000000,544098,588812,2063000,2289000

3,46720.000000,46720.000000,101.000000,0.000000,588812,185184,2289000,1828000

3,46720.000000,46720.000000,0.000000,25.000000,588812,544098,2289000,2063000

1,46720.000000,46720.000000,0.000000,101.000000,185184,588812,1828000,2289000

3,46720.000000,46720.000000,0.000000,25.000000,588812,544098,2289000,2063000

3,46720.000000,46720.000000,101.000000,0.000000,588812,185184,2289000,1828000

3,46720.000000,46720.000000,25.000000,25.000000,588812,544098,2289000,2063000

1,46720.000000,46720.000000,25.000000,25.000000,544098,588812,2063000,2289000

1,46720.000000,46720.000000,0.000000,101.000000,185184,588812,1828000,2289000

3,46720.000000,46720.000000,25.000000,25.000000,588812,544098,2289000,2063000

1,46720.000000,46720.000000,25.000000,25.000000,544098,588812,2063000,2289000

3,46720.000000,46720.000000,25.000000,25.000000,588812,544098,2289000,2063000

3,46720.000000,46720.000000,101.000000,0.000000,588812,185184,2289000,1828000

3,46720.000000,46720.000000,25.000000,25.000000,588812,544098,2289000,2063000

1,46720.000000,46720.000000,25.000000,25.000000,544098,588812,2063000,2289000

3,46720.000000,46720.000000,101.000000,0.000000,588812,185184,2289000,1828000

3,46720.000000,46720.000000,25.000000,25.000000,588812,544098,2289000,2063000

1,46720.000000,46720.000000,25.000000,25.000000,544098,588812,2063000,2289000

1,46720.000000,46720.000000,0.000000,101.000000,185184,588812,1828000,2289000

1,46720.000000,46720.000000,25.000000,25.000000,544098,588812,2063000,2289000

3,46720.000000,46720.000000,25.000000,25.000000,588812,544098,2289000,2063000

1,46720.000000,46720.000000,153.000000,101.000000,544098,588812,2063000,2289000

3,46720.000000,46720.000000,101.000000,153.000000,588812,544098,2289000,2063000

1,46720.000000,46720.000000,153.000000,101.000000,544098,588812,2063000,2289000

3,46720.000000,46720.000000,101.000000,153.000000,588812,544098,2289000,2063000

1,46720.000000,46720.000000,153.000000,101.000000,544098,588812,2063000,2289000

3,46720.000000,46720.000000,0.000000,0.000000,867252,185184,2111000,1828000

1,46720.000000,46720.000000,0.000000,0.000000,185184,867252,1828000,2111000

1,46720.000000,46720.000000,0.000000,0.000000,185184,867252,1828000,2111000

3,46720.000000,46720.000000,0.000000,0.000000,867252,185184,2111000,1828000

1,46720.000000,46720.000000,0.000000,0.000000,185184,867252,1828000,2111000

3,46720.000000,46720.000000,0.000000,0.000000,867252,185184,2111000,1828000

1,46720.000000,46720.000000,50.000000,0.000000,185184,867252,1828000,2111000

3,46720.000000,46720.000000,0.000000,50.000000,867252,185184,2111000,1828000

1,46720.000000,46720.000000,50.000000,0.000000,185184,867252,1828000,2111000

1,46720.000000,46720.000000,50.000000,0.000000,185184,867252,1828000,2111000

3,46720.000000,46720.000000,0.000000,50.000000,867252,185184,2111000,1828000

3,46720.000000,46720.000000,0.000000,50.000000,867252,185184,2111000,1828000

1,46720.000000,46720.000000,50.000000,0.000000,185184,867252,1828000,2111000

3,46720.000000,46720.000000,0.000000,50.000000,867252,185184,2111000,1828000

1,46720.000000,46720.000000,50.000000,0.000000,185184,867252,1828000,2111000

3,46720.000000,46720.000000,0.000000,50.000000,867252,185184,2111000,1828000

3,46720.000000,46720.000000,0.000000,50.000000,867252,185184,2111000,1828000

1,46720.000000,46720.000000,50.000000,0.000000,185184,867252,1828000,2111000

3,46720.000000,46720.000000,0.000000,50.000000,867252,185184,2111000,1828000

1,46720.000000,46720.000000,50.000000,0.000000,185184,867252,1828000,2111000

3,46720.000000,46720.000000,0.000000,50.000000,867252,185184,2111000,1828000

1,46720.000000,46720.000000,50.000000,0.000000,185184,867252,1828000,2111000

1,46720.000000,46720.000000,50.000000,0.000000,185184,867252,1828000,2111000

3,46720.000000,46720.000000,0.000000,50.000000,867252,185184,2111000,1828000

3,46720.000000,46720.000000,0.000000,50.000000,867252,185184,2111000,1828000

1,46720.000000,46720.000000,50.000000,0.000000,185184,867252,1828000,2111000

3,46720.000000,46720.000000,0.000000,50.000000,867252,185184,2111000,1828000

1,46720.000000,46720.000000,50.000000,0.000000,185184,867252,1828000,2111000

3,46720.000000,46720.000000,0.000000,50.000000,867252,185184,2111000,1828000

1,46720.000000,46720.000000,50.000000,0.000000,185184,867252,1828000,2111000

1,46720.000000,46720.000000,50.000000,0.000000,185184,867252,1828000,2111000

3,46720.000000,46720.000000,0.000000,50.000000,867252,185184,2111000,1828000

1,46720.000000,46720.000000,50.000000,0.000000,185184,867252,1828000,2111000

3,46720.000000,46720.000000,0.000000,50.000000,867252,185184,2111000,1828000

1,46720.000000,46720.000000,50.000000,0.000000,185184,867252,1828000,2111000

3,46720.000000,46720.000000,0.000000,50.000000,867252,185184,2111000,1828000

3,46720.000000,46720.000000,0.000000,50.000000,867252,185184,2111000,1828000

1,46720.000000,46720.000000,50.000000,0.000000,185184,867252,1828000,2111000

3,46720.000000,46720.000000,0.000000,50.000000,867252,185184,2111000,1828000

1,46720.000000,46720.000000,50.000000,0.000000,185184,867252,1828000,2111000

3,46720.000000,46720.000000,0.000000,50.000000,867252,185184,2111000,1828000

1,46720.000000,46720.000000,50.000000,0.000000,185184,867252,1828000,2111000

3,46720.000000,46720.000000,0.000000,50.000000,867252,185184,2111000,1828000

1,46720.000000,46720.000000,50.000000,0.000000,185184,867252,1828000,2111000

1,46720.000000,46720.000000,50.000000,0.000000,185184,867252,1828000,2111000

3,46720.000000,46720.000000,0.000000,50.000000,867252,185184,2111000,1828000

3,46720.000000,46720.000000,0.000000,50.000000,867252,185184,2111000,1828000

1,46720.000000,46720.000000,50.000000,0.000000,185184,867252,1828000,2111000

1,46720.000000,46720.000000,50.000000,0.000000,185184,867252,1828000,2111000

3,46720.000000,46720.000000,0.000000,50.000000,867252,185184,2111000,1828000

1,46720.000000,46720.000000,50.000000,0.000000,185184,867252,1828000,2111000

1,46720.000000,46720.000000,50.000000,0.000000,185184,867252,1828000,2111000

1,46720.000000,46720.000000,50.000000,0.000000,185184,867252,1828000,2111000

3,46720.000000,46720.000000,25.000000,50.000000,867252,185184,2111000,1828000

1,46720.000000,46720.000000,50.000000,25.000000,185184,867252,1828000,2111000

3,46720.000000,46720.000000,25.000000,50.000000,867252,185184,2111000,1828000

1,46720.000000,46720.000000,50.000000,25.000000,185184,867252,1828000,2111000

1,46720.000000,46720.000000,50.000000,25.000000,185184,867252,1828000,2111000

3,46720.000000,46720.000000,25.000000,50.000000,867252,185184,2111000,1828000

3,46720.000000,46720.000000,25.000000,50.000000,867252,185184,2111000,1828000

1,46720.000000,46720.000000,50.000000,25.000000,185184,867252,1828000,2111000

3,46720.000000,46720.000000,25.000000,50.000000,867252,185184,2111000,1828000

3,46720.000000,46720.000000,25.000000,50.000000,867252,185184,2111000,1828000

1,46720.000000,46720.000000,50.000000,25.000000,185184,867252,1828000,2111000

1,46720.000000,46720.000000,50.000000,25.000000,185184,867252,1828000,2111000

3,46720.000000,46720.000000,25.000000,50.000000,867252,185184,2111000,1828000

3,46720.000000,46720.000000,25.000000,50.000000,867252,185184,2111000,1828000

1,46720.000000,46720.000000,50.000000,25.000000,185184,867252,1828000,2111000

3,46720.000000,46720.000000,25.000000,50.000000,867252,185184,2111000,1828000

3,46720.000000,46720.000000,25.000000,50.000000,867252,185184,2111000,1828000

3,46720.000000,46720.000000,25.000000,50.000000,867252,185184,2111000,1828000

1,46720.000000,46720.000000,50.000000,25.000000,185184,867252,1828000,2111000

3,46720.000000,46720.000000,25.000000,50.000000,867252,185184,2111000,1828000

1,46720.000000,46720.000000,0.000000,25.000000,185184,867252,1828000,2111000

3,46720.000000,46720.000000,25.000000,0.000000,867252,185184,2111000,1828000

1,46720.000000,46720.000000,0.000000,25.000000,185184,867252,1828000,2111000

3,46720.000000,46720.000000,25.000000,0.000000,867252,185184,2111000,1828000

1,46720.000000,46720.000000,0.000000,25.000000,185184,867252,1828000,2111000

1,46720.000000,46720.000000,25.000000,25.000000,185184,867252,1828000,2111000

3,46720.000000,46720.000000,25.000000,25.000000,867252,185184,2111000,1828000

1,46720.000000,46720.000000,25.000000,25.000000,185184,867252,1828000,2111000

3,46720.000000,46720.000000,25.000000,25.000000,867252,185184,2111000,1828000

1,46720.000000,46720.000000,25.000000,25.000000,185184,867252,1828000,2111000

1,46720.000000,46720.000000,25.000000,25.000000,185184,867252,1828000,2111000

